"cleaned_hm","predicted_category","age","country","gender","marital"
"Getting ready to go to the gym finally.","exercise","26","USA","f","single"
"Had a great workout session riding 20 miles on bike.","exercise","27","USA","f","single"
"I was able to get through 4 sets of my workout.","exercise","24","USA","m","single"
"I love play Soccer with my Friends in the Stadium ","exercise","22","USA","m","single"
"I got a chance to go to the gym and work out after not having gone for a while.","exercise","31","USA","m","single"
"I took a relaxing morning run yesterday.","exercise","29","USA","m","single"
"I got a great workout in at the gym after work. ","exercise","30.0","USA","m","single"
"I started exercising again.","exercise","48","USA","m","single"
"I went for a jog.","exercise","35.0","AUS","f","married"
"I worked out this morning and felt a legitimate high from the excellent exercise.","exercise","22.0","USA","m","single"
"I was able to go exercise at the local park.","exercise","32","USA","m","single"
"I had a good workout and felt good about how it went. I felt like I worked hard and got to relieve some stress a bit.","exercise","25.0","USA","m","single"
"I went to yoga and had a great workout. I was able to do these poses with greater ease.","exercise","39","USA","f","single"
"I got through a tough workout.","exercise","26","USA","f","single"
"I finished my workout at the gym. It was my first time back at the gym in a long time and it felt good to exercise","exercise","19","USA","m","single"
"I listened to two full chapters of my current audiobook while working out on the elliptical at the gym.","exercise","36","USA","f","single"
"While taking my walk on the morning of 5/25/2017, I spotted a puppy wandering unattended close to the the edge of the street so I took it out of danger.","exercise","83","USA","m","married"
"I went for a 3 mile run.","exercise","35","USA","f","divorced"
"I lost some weight through diet changes but I've finally started working out in a gym yesterday after a long layoff.","exercise","35","USA","m","married"
"Going to workout for 30 min","exercise","35","USA","m","single"
"I went to the gym and had a great workout. I am switching it up and it feels great.","exercise","25","USA","m","single"
"I did a pretty intense workout and I felt great afterwards.","exercise","26.0","USA","m","single"
"Worked out.","exercise","27","USA","f","single"
"I went out for a jog and got caught in the rain","exercise","20.0","USA","m","single"
"I woke up early and enjoyed an intense workout in the gym. ","exercise","44","THA","m","married"
"Went and did my ab workout and made a glass of chocolate milk.","exercise","26","USA","m","single"
"I ran the fastest 10k to date at the gym this evening.","exercise","31","USA","m","single"
"I had a particularly relaxing yoga class this morning. ","exercise","27","USA","f","married"
"Completing a workout video this morning.","exercise","31","USA","f","single"
"I tried something some new exercise in gym and it left me breathless and my muscles so sore and engorged with blood, it was amazing experience, it felt quite strengthening (like I am getting stronger) ","exercise","24","USA","m","single"
"Yesterday afternoon i participated one day yoga class event and i was happy to learn basic yoga exercises and how to breath properly.","exercise","35","IND","m","married"
"I was able to exercise today and ride my bike for half an hour. The endorphins from the exercise felt great and I felt really happy.","exercise","40","USA","f","married"
"I hit a new personal max on the bench press at the gym today.","exercise","42.0","USA","m","married"
"I had a good workout at gym today early morning. ","exercise","40","USA","f","married"
"I ran 5 miles in a race.","exercise","25","USA","m","single"
"I had a good bike ride.","exercise","28","IND","m","married"
"I had a good jog.","exercise","27","USA","m","single"
"I actually went to the gym for once!","exercise","26","USA","m","single"
"I went for an additional run and my body doesn't hurt, think it shows that I'm getting more in shape","exercise","29.0","USA","m","single"
"I had a early morning run","exercise","22.0","IND","m","single"
"I went to about 5 workout sessions this week when I had previously missed quite a few.","exercise","27.0","USA","f","married"
"Worked out at the gym","exercise","41.0","USA","f","married"
"Went to the gym again. It's such a struggle for me to exercise but I'm happy and grateful I made it!","exercise","28.0","USA","f","single"
"I felt extra flexible today and was able to push into a deeper pose like I was Gumby.","exercise","27","USA","f","single"
"I exercised again today and have been noticing improvements in both building muscle and weight loss. ","exercise","26.0","USA","m","single"
"I was at the gym","exercise","26","USA","f","single"
"I went for a run.","exercise","34","USA","m","single"
"I did not want to exercise but did. I felt much better and got a good night's sleep later. ","exercise","30.0","USA","m","single"
"Yesterday i attended one day fitness event and i was very happy to know how to do exercise for minimum one hour and keep my body fit.","exercise","35","IND","m","married"
"Going to the gym and having a good workout","exercise","23.0","USA","m","single"
"I went to the gym for the first time in about a week.","exercise","32.0","USA","m","single"
"i went for a bike ride .","exercise","29","IND","f","married"
"I finished my exercise on the bike in the morning.  ","exercise","43.0","USA","m","married"
"My yoga class this morning. I woke up early to receive the dawn, make some yoga movements and maditation in a park near my residence.","exercise","27.0","MEX","m","single"
"I was able to go for a run yesterday for about 4 miles.","exercise","28","USA","m","single"
"I was able to push my self at the gym this morning and did a harder workout than normal.  I felt great afterwards.","exercise","31","USA","f","married"
"I WENT TO THE GYM AND WORKED OUT","exercise","39","USA","m","married"
"I practiced yoga for an hour at the gym.","exercise","38.0","USA","m","married"
"I started exercising again.","exercise","34.0","USA","m","single"
"I went to the gym and worked out twice as long as I expected myself to. ","exercise","25.0","USA","m","single"
"Getting up early in the morning to go for a run and feeling good after the run","exercise","33.0","USA","m","single"
"I went to the gym and worked out.","exercise","31","USA","m","single"
"I love play Soccer with my Friends in the Stadium ","exercise","22","USA","m","single"
"After a few really hot days, I was finally able to enjoy a relatively cool run in the shade at a local park.","exercise","36","USA","f","single"
"I walked the dog and had a great time listening to music and jogging while doing it.","exercise","26","USA","m","single"
"I was able to exercise to work on my cardio.","exercise","32","USA","m","single"
"I went to the gym in the morning and worked on my legs. The satisfaction of doing a good workout was awesome. i ripped through the workout and it felt great. ","exercise","28","USA","m","single"
"I had a good exercise work out.  My legs were sore afterwards, but it felt good.","exercise","46","USA","f","married"
"I went for a 3 mile walk around the lake. ","exercise","33.0","USA","f","married"
"I had a good run this morning.","exercise","41.0","USA","f","married"
"I got to spend time at the gym last night.","exercise","38","USA","m","married"
"I woke up early this morning and had a great workout.","exercise","25.0","USA","f","married"
"I exercised my muscles.","exercise","23","USA","m","single"
"I had a good workout.","exercise","27.0","USA","f","married"
"I was happy that I tried new things at the gym today.","exercise","53.0","USA","f","married"
"I prayed in the morning and had a great workout before 6AM","exercise","27","USA","m","single"
"I felt a boost of energy from exercising, which I rarely do.","exercise","37","USA","m","single"
"I got back to going to the gym for the first time last night.  It was hard but I'm really feeling it today so I know I'm back on track to fitness.","exercise","39.0","USA","o","married"
"I hit a new personal record in the gym","exercise","21.0","CAN","m","single"
"I exercised at home and it felt good.","exercise","27.0","USA","m","single"
"I worked out and got a lot of good exercise.","exercise","38","USA","m","single"
"I exercised quite a lot.","exercise","31","USA","m","single"
"I had a great workout at the gym, and made some good progress. ","exercise","44","USA","m","single"
"I got a good mile time on my run this morning.","exercise","26.0","USA","m","single"
"I had a good workout at the gym","exercise","26.0","USA","m","single"
"I did my workout.","exercise","74.0","USA","f","widowed"
"Doing exercises like running, boxing and yoga relaxes me that I did yoga for 1 hour yesterday which made me happy.","exercise","29","TUR","f","single"
"I went to the gym with my friends and had a good workout.","exercise","44","THA","m","married"
"I went to the gym today and seeing the progress I have made makes me happy. While I was working out, I can tell that my muscles are getting bigger. The hard work and dedication I put in and out of the gym really pays off and makes me happy knowing that I am looking better. ","exercise","22","USA","m","single"
"I was lifting weights at the gym.","exercise","22","USA","m","single"
"Purchased a Bicycle for exercising purpose and keep my body fit.","exercise","31","IND","m","single"
"I exercise well today after a long time.","exercise","29","IND","f","married"
"Went for a jog.","exercise","27","USA","f","single"
"The final event that made me happy today was having a good, short but intense workout. ","exercise","21","USA","m","single"
"I went running. ","exercise","31","USA","f","single"
"Went Jogging yesterday evening and that made me feel good.","exercise","23","USA","m","single"
"I had a great workout last night.","exercise","35.0","USA","m","single"
